stream,panel,condition,menu,method,step,failure,credits,task_cost_units,memory_before,memory_after,true_mode,predicted_failure_own_kernel,planning_seconds,probe_seconds,tool_seconds
39,1,matched,shared,decision_16,4,0,0,0,3,3,3,0.3431480975999999,7.457798346877098e-06,6.658956408500671e-07,1.2208009138703346e-05
39,1,matched,shared,decision_16,5,0,3,3,3,3,3,0.122724,7.417052984237671e-06,1.291045919060707e-06,1.2124888598918915e-05
39,1,matched,shared,decision_16,6,1,0,20,3,3,2,0.31029489177599995,7.707858458161354e-06,5.830079317092896e-07,9.00006853044033e-06
39,1,matched,shared,decision_16,7,1,0,20,3,3,2,0.43583158083781015,7.334165275096893e-06,4.998873919248581e-07,9.290874004364014e-06
40,1,no_drift,shared,decision_16,0,0,0,0,1,1,1,0.1926,9.832903742790222e-06,8.749775588512421e-07,1.5875091776251793e-05
40,1,no_drift,shared,decision_16,1,0,0,0,1,1,1,0.32573375999999993,7.750000804662704e-06,6.66128471493721e-07,1.495913602411747e-05
40,1,no_drift,shared,decision_16,2,0,3,3,1,1,1,0.0,7.58306123316288e-06,1.4579854905605316e-06,1.3832934200763702e-05
40,1,no_drift,shared,decision_16,3,0,0,0,1,1,1,0.1926,7.4999406933784485e-06,5.830079317092896e-07,1.270882785320282e-05
40,1,no_drift,shared,decision_16,4,0,2,2,1,1,1,0.1452,7.2498805820941925e-06,1.0419171303510666e-06,1.2832926586270332e-05
40,1,no_drift,shared,decision_16,5,0,0,0,1,1,1,0.28970976,7.58306123316288e-06,7.501803338527679e-07,1.2499978765845299e-05
40,1,no_drift,shared,decision_16,6,0,3,3,1,1,1,0.0,7.375143468379974e-06,1.250067725777626e-06,1.2541888281702995e-05
40,1,no_drift,shared,decision_16,7,0,0,0,1,1,1,0.1926,7.542083039879799e-06,6.2515027821064e-07,1.2625008821487427e-05
41,1,no_drift,shared,decision_16,0,0,0,0,2,2,2,0.12,9.707873687148094e-06,8.330680429935455e-07,6.6659413278102875e-06
41,1,no_drift,shared,decision_16,1,0,2,2,2,2,2,0.0,7.62520357966423e-06,1.2919772416353226e-06,5.125068128108978e-06
41,1,no_drift,shared,decision_16,2,0,2,2,2,2,2,0.11654576999999999,7.58306123316288e-06,1.1248048394918442e-06,1.8875114619731903e-05
41,1,no_drift,shared,decision_16,3,0,0,0,2,2,2,0.27298903166975996,7.750000804662704e-06,6.249174475669861e-07,1.77919864654541e-05
41,1,no_drift,shared,decision_16,4,0,0,0,2,2,2,0.3821530998044992,7.6249707490205765e-06,5.830079317092896e-07,1.5666941180825233e-05
41,1,no_drift,shared,decision_16,5,0,4,4,2,2,2,0.075684381696,7.750000804662704e-06,1.959037035703659e-06,1.6416888684034348e-05
41,1,no_drift,shared,decision_16,6,0,0,0,2,2,2,0.24506451875100055,7.375143468379974e-06,5.830079317092896e-07,1.5208031982183456e-05
41,1,no_drift,shared,decision_16,7,0,0,0,2,2,2,0.5883931298435574,7.6249707490205765e-06,5.420297384262085e-07,1.5124911442399025e-05
42,1,no_drift,shared,decision_16,0,0,0,0,5,5,5,0.216228,9.750016033649445e-06,9.997747838497162e-07,1.7541926354169846e-05
42,1,no_drift,shared,decision_16,1,0,2,2,5,5,5,0.18824255999999998,7.6249707490205765e-06,1.209089532494545e-06,1.5458092093467712e-05
42,1,no_drift,shared,decision_16,2,0,0,0,5,5,5,0.33627515593727997,7.6249707490205765e-06,5.83939254283905e-07,1.4709075912833214e-05
42,1,no_drift,shared,decision_16,3,0,3,3,5,5,5,0.14577024,7.708091288805008e-06,1.4170072972774506e-06,1.3250159099698067e-05
42,1,no_drift,shared,decision_16,4,0,0,0,5,5,5,0.30786966832128,7.4999406933784485e-06,6.249174475669861e-07,1.337495632469654e-05
42,1,no_drift,shared,decision_16,5,0,3,3,5,5,5,0.1056,7.3749106377363205e-06,1.250067725777626e-06,1.4333054423332214e-05
42,1,no_drift,shared,decision_16,6,0,0,0,5,5,5,0.2831454528,7.709022611379623e-06,5.841720849275589e-07,1.3082986697554588e-05
42,1,no_drift,shared,decision_16,7,0,0,0,5,5,5,0.051452756484095995,7.582828402519226e-06,4.998873919248581e-07,1.3292068615555763e-05
43,1,no_drift,shared,decision_16,0,0,0,0,1,1,1,0.1907775,9.916955605149269e-06,8.749775588512421e-07,1.950003206729889e-05
43,1,no_drift,shared,decision_16,1,0,0,0,1,1,1,0.32056510463999993,8.083879947662354e-06,6.670597940683365e-07,1.5208963304758072e-05
43,1,no_drift,shared,decision_16,2,0,3,3,1,1,1,0.070128,7.875030860304832e-06,1.375097781419754e-06,1.5458092093467712e-05
43,1,no_drift,shared,decision_16,3,0,0,0,1,1,1,0.23524075583999998,7.834052667021751e-06,5.420297384262085e-07,1.4042016118764877e-05
43,1,no_drift,shared,decision_16,4,0,3,3,1,1,1,0.09330593279999999,7.417052984237671e-06,1.250067725777626e-06,1.3749813660979271e-05
43,1,no_drift,shared,decision_16,5,0,0,0,1,1,1,0.3351843294898176,7.666181772947311e-06,5.420297384262085e-07,1.3750046491622925e-05
43,1,no_drift,shared,decision_16,6,0,2,2,1,1,1,0.30480281680010035,7.541850209236145e-06,1.0419171303510666e-06,1.3832934200763702e-05
43,1,no_drift,shared,decision_16,7,0,0,0,1,1,1,0.4277918617994743,7.833121344447136e-06,5.830079317092896e-07,1.3625016435980797e-05
44,1,no_drift,shared,decision_16,0,0,0,0,3,3,3,0.08768925,9.791925549507141e-06,9.578652679920197e-07,1.791701652109623e-05
44,1,no_drift,shared,decision_16,1,0,2,2,3,3,3,0.03681216,7.916940376162529e-06,1.333886757493019e-06,1.4832941815257072e-05
44,1,no_drift,shared,decision_16,2,0,0,0,3,3,3,0.11221798598207999,8.041039109230042e-06,6.668269634246826e-07,1.3709068298339844e-05
44,1,no_drift,shared,decision_16,3,0,3,3,3,3,3,0.0,7.665948942303658e-06,1.500127837061882e-06,1.0833144187927246e-05
44,1,no_drift,shared,decision_16,4,0,0,0,3,3,3,0.1926,7.833121344447136e-06,5.83939254283905e-07,1.0875053703784943e-05
44,1,no_drift,shared,decision_16,5,0,0,0,3,3,3,0.32573376,7.707858458161354e-06,4.998873919248581e-07,1.1167023330926895e-05
44,1,no_drift,shared,decision_16,6,0,3,3,3,3,3,0.0,7.708091288805008e-06,1.375097781419754e-06,1.0416842997074127e-05
44,1,no_drift,shared,decision_16,7,0,0,0,3,3,3,0.1926,7.542083039879799e-06,5.83939254283905e-07,1.00000761449337e-05
45,1,no_drift,shared,decision_16,0,0,0,0,5,5,5,0.1926,9.54093411564827e-06,8.749775588512421e-07,1.3790791854262352e-05
45,1,no_drift,shared,decision_16,1,0,0,0,5,5,5,0.32573375999999993,7.875030860304832e-06,6.670597940683365e-07,1.1041993275284767e-05
45,1,no_drift,shared,decision_16,2,0,0,0,5,5,5,0.05925414757879296,7.708091288805008e-06,5.830079317092896e-07,1.4541903510689735e-05
45,1,no_drift,shared,decision_16,3,0,3,3,5,5,5,0.14577024,7.708091288805008e-06,1.4170072972774506e-06,1.4042016118764877e-05
45,1,no_drift,shared,decision_16,4,0,2,2,5,5,5,0.1728,7.750000804662704e-06,1.2498348951339722e-06,1.3707904145121574e-05
45,1,no_drift,shared,decision_16,5,0,3,3,5,5,5,0.0525,7.834052667021751e-06,1.2088567018508911e-06,1.3834098353981972e-05
45,1,no_drift,shared,decision_16,6,0,0,0,5,5,5,0.24923327999999997,7.666181772947311e-06,6.2515027821064e-07,1.291697844862938e-05
45,1,no_drift,shared,decision_16,7,0,0,0,5,5,5,0.38107939580927996,7.62520357966423e-06,5.408655852079391e-07,1.3709068298339844e-05
46,1,no_drift,shared,decision_16,0,0,0,0,6,6,6,0.12,9.58307646214962e-06,7.91158527135849e-07,6.083166226744652e-06
46,1,no_drift,shared,decision_16,1,0,2,2,6,6,6,0.0,7.666880264878273e-06,1.291045919060707e-06,4.458939656615257e-06
46,1,no_drift,shared,decision_16,2,0,0,0,6,6,6,0.12,7.834052667021751e-06,5.00120222568512e-07,4.292000085115433e-06
46,1,no_drift,shared,decision_16,3,0,2,2,6,6,6,0.0,7.916940376162529e-06,1.0421499609947205e-06,4.499917849898338e-06
46,1,no_drift,shared,decision_16,4,0,0,0,6,6,6,0.12,7.541151717305183e-06,5.420297384262085e-07,3.7909485399723053e-06
46,1,no_drift,shared,decision_16,5,0,2,2,6,6,6,0.0,7.542083039879799e-06,8.749775588512421e-07,3.7499703466892242e-06
46,1,no_drift,shared,decision_16,6,0,0,0,6,6,6,0.12,7.250113412737846e-06,5.00120222568512e-07,3.915978595614433e-06
46,1,no_drift,shared,decision_16,7,0,2,2,6,6,6,0.0,7.6249707490205765e-06,8.749775588512421e-07,3.6659184843301773e-06
47,1,no_drift,shared,decision_16,0,0,0,0,1,1,1,0.2349885,9.95793379843235e-06,7.918570190668106e-07,1.5042023733258247e-05
47,1,no_drift,shared,decision_16,1,0,0,0,1,1,1,0.3880359605759999,8.00006091594696e-06,6.658956408500671e-07,1.2082979083061218e-05
47,1,no_drift,shared,decision_16,2,0,3,3,1,1,1,0.122724,7.708091288805008e-06,1.4579854905605316e-06,1.095910556614399e-05
47,1,no_drift,shared,decision_16,3,0,0,0,1,1,1,0.31029489177599995,7.4589625000953674e-06,6.249174475669861e-07,1.0416842997074127e-05
47,1,no_drift,shared,decision_16,4,0,2,2,1,1,1,0.32573376,7.4589625000953674e-06,1.1669471859931946e-06,1.1417083442211151e-05
47,1,no_drift,shared,decision_16,5,0,3,3,1,1,1,0.0,7.6249707490205765e-06,1.291045919060707e-06,1.158309169113636e-05
47,1,no_drift,shared,decision_16,6,0,0,0,1,1,1,0.08708733,7.58306123316288e-06,5.830079317092896e-07,1.1290889233350754e-05
47,1,no_drift,shared,decision_16,7,0,0,0,1,1,1,0.15077478417408,7.458031177520752e-06,6.249174475669861e-07,1.0292045772075653e-05
48,1,fast_drift,shared,decision_16,0,0,0,0,3,3,3,0.1926,9.833136573433876e-06,7.918570190668106e-07,1.1625001206994057e-05
48,1,fast_drift,shared,decision_16,1,0,0,0,3,3,7,0.32573375999999993,7.750000804662704e-06,6.658956408500671e-07,9.041978046298027e-06
48,1,fast_drift,shared,decision_16,2,0,3,3,3,3,3,0.0,7.6249707490205765e-06,1.5420373529195786e-06,9.584007784724236e-06
48,1,fast_drift,shared,decision_16,3,1,0,20,3,3,0,0.1926,7.750000804662704e-06,5.830079317092896e-07,1.1666910722851753e-05
48,1,fast_drift,shared,decision_16,4,0,2,2,3,1,0,0.1452,7.458031177520752e-06,1.125037670135498e-06,6.792135536670685e-06
48,1,fast_drift,shared,decision_16,5,1,0,20,1,1,2,0.28970976,7.4589625000953674e-06,5.830079317092896e-07,1.0874820873141289e-05
48,1,fast_drift,shared,decision_16,6,0,3,3,1,2,2,0.0,7.3749106377363205e-06,1.1669471859931946e-06,8.500181138515472e-06
48,1,fast_drift,shared,decision_16,7,1,0,20,2,2,0,0.2256,7.542083039879799e-06,5.420297384262085e-07,1.3208016753196716e-05
49,1,fast_drift,shared,decision_16,0,0,0,0,6,6,6,0.12,9.542098268866539e-06,7.499475032091141e-07,6.209127604961395e-06
49,1,fast_drift,shared,decision_16,1,0,2,2,6,6,6,0.0,7.582828402519226e-06,1.2079253792762756e-06,4.666857421398163e-06
49,1,fast_drift,shared,decision_16,2,0,0,0,6,6,4,0.12,7.541151717305183e-06,5.830079317092896e-07,4.332978278398514e-06
49,1,fast_drift,shared,decision_16,3,0,2,2,6,2,1,0.0,7.62520357966423e-06,1.125037670135498e-06,4.916917532682419e-06
49,1,fast_drift,shared,decision_16,4,0,3,3,2,1,1,0.06,7.250113412737846e-06,1.2079253792762756e-06,1.8249964341521263e-05
49,1,fast_drift,shared,decision_16,5,1,0,20,1,1,5,0.23003339999999997,7.5409188866615295e-06,6.249174475669861e-07,1.6290927305817604e-05
49,1,fast_drift,shared,decision_16,6,1,0,20,1,1,4,0.34689168752639993,7.6249707490205765e-06,5.83939254283905e-07,1.3584038242697716e-05
49,1,fast_drift,shared,decision_16,7,1,0,20,1,1,4,0.4288386982975217,7.58306123316288e-06,5.00120222568512e-07,1.3416865840554237e-05
50,1,fast_drift,shared,decision_16,0,0,0,0,5,5,5,0.216228,9.208917617797852e-06,8.330680429935455e-07,1.6999896615743637e-05
50,1,fast_drift,shared,decision_16,1,0,2,2,5,5,1,0.18824255999999998,7.6249707490205765e-06,1.3329554349184036e-06,1.4209188520908356e-05
50,1,fast_drift,shared,decision_16,2,0,0,0,5,5,1,0.33627515593727997,7.833121344447136e-06,6.249174475669861e-07,1.3750046491622925e-05
50,1,fast_drift,shared,decision_16,3,0,3,3,5,1,1,0.14577024,7.458031177520752e-06,1.291045919060707e-06,1.554214395582676e-05
50,1,fast_drift,shared,decision_16,4,0,0,0,1,1,1,0.32443661774975996,7.500173524022102e-06,6.670597940683365e-07,1.4666933566331863e-05
50,1,fast_drift,shared,decision_16,5,1,0,20,1,1,5,0.2112,7.458031177520752e-06,5.830079317092896e-07,4.250090569257736e-06
50,1,fast_drift,shared,decision_16,6,0,2,2,1,1,0,0.0,7.417052984237671e-06,1.125037670135498e-06,4.62518073618412e-06
50,1,fast_drift,shared,decision_16,7,0,0,0,1,1,1,0.12,7.750000804662704e-06,5.00120222568512e-07,3.999797627329826e-06
51,1,fast_drift,shared,decision_16,0,1,0,20,0,0,2,0.26586,9.790994226932526e-06,7.080379873514175e-07,1.4249933883547783e-05
51,1,fast_drift,shared,decision_16,1,1,0,20,0,0,6,0.43418681855999997,7.95908272266388e-06,6.249174475669861e-07,1.1707888916134834e-05
51,1,fast_drift,shared,decision_16,2,0,3,3,0,2,2,0.192852,9.458977729082108e-06,1.7499551177024841e-06,2.0625069737434387e-05
51,1,fast_drift,shared,decision_16,3,0,2,2,2,2,2,0.2256,7.417052984237671e-06,1.0828953236341476e-06,1.8167076632380486e-05
51,1,fast_drift,shared,decision_16,4,0,0,0,2,2,2,0.4291265087999999,7.667113095521927e-06,5.830079317092896e-07,1.833401620388031e-05
51,1,fast_drift,shared,decision_16,5,0,3,3,2,0,0,0.1452,7.70878978073597e-06,1.2919772416353226e-06,1.8916092813014984e-05
51,1,fast_drift,shared,decision_16,6,0,0,0,0,0,0,0.328539936,7.4999406933784485e-06,6.249174475669861e-07,2.1624844521284103e-05
51,1,fast_drift,shared,decision_16,7,0,0,0,0,0,0,0.47277305072025594,7.375143468379974e-06,5.830079317092896e-07,3.791600465774536e-05
52,1,fast_drift,shared,decision_16,0,1,0,20,6,6,3,0.144816,9.458046406507492e-06,9.171199053525925e-07,4.332978278398514e-06
52,1,fast_drift,shared,decision_16,1,0,2,2,6,7,7,0.04722431999999999,7.665948942303658e-06,1.3329554349184036e-06,1.837499439716339e-05
52,1,fast_drift,shared,decision_16,2,0,0,0,7,7,6,0.0598480907616,3.0375085771083832e-05,1.791166141629219e-06,2.9749935492873192e-05
52,1,fast_drift,shared,decision_16,3,0,0,0,7,7,6,0.06914374139730985,8.833128958940506e-06,9.580980986356735e-07,1.7208978533744812e-05
52,1,fast_drift,shared,decision_16,4,0,0,0,7,7,6,0.07621908950190966,8.417060598731041e-06,7.91158527135849e-07,1.5208031982183456e-05
52,1,fast_drift,shared,decision_16,5,0,2,2,7,7,7,0.025228127232,7.95791856944561e-06,1.8328428268432617e-06,1.85410026460886e-05
52,1,fast_drift,shared,decision_16,6,0,3,3,7,3,3,0.09330593279999999,7.875030860304832e-06,1.6249250620603561e-06,1.754099503159523e-05
52,1,fast_drift,shared,decision_16,7,1,0,20,3,3,1,0.3351843294898176,7.875030860304832e-06,6.249174475669861e-07,1.500011421740055e-05
53,1,fast_drift,shared,decision_16,0,1,0,20,0,0,1,0.2256,1.1082971468567848e-05,1.0409858077764511e-06,5.95790334045887e-06
53,1,fast_drift,shared,decision_16,1,0,3,3,0,0,0,0.0,7.916009053587914e-06,1.62515789270401e-06,1.195794902741909e-05
53,1,fast_drift,shared,decision_16,2,0,0,0,0,0,0,0.2256,7.95791856944561e-06,6.249174475669861e-07,9.417068213224411e-06
53,1,fast_drift,shared,decision_16,3,1,0,20,0,0,1,0.37779455999999995,7.665948942303658e-06,6.2515027821064e-07,3.00002284348011e-06
53,1,fast_drift,shared,decision_16,4,0,3,3,0,1,5,0.0,7.292022928595543e-06,1.458916813135147e-06,1.00000761449337e-05
53,1,fast_drift,shared,decision_16,5,0,0,0,1,1,1,0.1926,7.4999406933784485e-06,5.41098415851593e-07,8.666887879371643e-06
53,1,fast_drift,shared,decision_16,6,0,2,2,1,3,3,0.1452,7.457798346877098e-06,1.1669471859931946e-06,8.37491825222969e-06
53,1,fast_drift,shared,decision_16,7,1,0,20,3,3,1,0.28970976,7.292022928595543e-06,5.408655852079391e-07,1.3499986380338669e-05
54,1,fast_drift,shared,decision_16,0,0,0,0,0,0,0,0.12,1.0458054021000862e-05,8.749775588512421e-07,7.91577622294426e-06
54,1,fast_drift,shared,decision_16,1,0,2,2,0,0,0,0.0,7.874798029661179e-06,1.4170072972774506e-06,5.500158295035362e-06
54,1,fast_drift,shared,decision_16,2,0,0,0,0,0,0,0.12,7.6249707490205765e-06,6.249174475669861e-07,4.584202542901039e-06
54,1,fast_drift,shared,decision_16,3,0,2,2,0,0,0,0.0,7.541151717305183e-06,1.2079253792762756e-06,4.458008334040642e-06
54,1,fast_drift,shared,decision_16,4,0,0,0,0,0,2,0.12,7.333001121878624e-06,6.249174475669861e-07,4.082918167114258e-06
54,1,fast_drift,shared,decision_16,5,0,2,2,0,0,2,0.0,7.62520357966423e-06,1.0419171303510666e-06,4.040775820612907e-06
54,1,fast_drift,shared,decision_16,6,1,2,22,0,0,6,0.1421187713079552,7.2498805820941925e-06,1.1248048394918442e-06,1.4459015801548958e-05
54,1,fast_drift,shared,decision_16,7,1,0,20,0,0,3,0.28915134839868106,7.750000804662704e-06,6.670597940683365e-07,3.2919924706220627e-06
55,1,fast_drift,shared,decision_16,0,1,0,20,3,3,1,0.2349885,9.917188435792923e-06,8.33999365568161e-07,1.5541911125183105e-05
55,1,fast_drift,shared,decision_16,1,1,0,20,3,3,1,0.3880359605759999,7.709022611379623e-06,6.249174475669861e-07,1.3124896213412285e-05
55,1,fast_drift,shared,decision_16,2,0,2,2,3,3,1,0.047678063616,7.542083039879799e-06,1.2498348951339722e-06,1.2290896847844124e-05
55,1,fast_drift,shared,decision_16,3,0,3,3,3,1,1,0.08249999999999999,8.00006091594696e-06,1.4170072972774506e-06,1.908303238451481e-05
55,1,fast_drift,shared,decision_16,4,0,0,0,1,1,0,0.28726776,7.790978997945786e-06,6.670597940683365e-07,1.3999873772263527e-05
55,1,fast_drift,shared,decision_16,5,0,0,0,1,1,0,0.32573375999999993,7.916009053587914e-06,5.830079317092896e-07,1.1499971151351929e-05
55,1,fast_drift,shared,decision_16,6,0,3,3,1,0,4,0.0,7.5409188866615295e-06,1.3748649507761002e-06,1.2708129361271858e-05
55,1,fast_drift,shared,decision_16,7,1,0,20,0,0,2,0.22560000000000002,7.6249707490205765e-06,5.841720849275589e-07,8.207978680729866e-06
56,1,data_shift,shared,decision_16,0,0,0,0,6,6,6,0.2256,1.0292045772075653e-05,9.159557521343231e-07,1.6292091459035873e-05
56,1,data_shift,shared,decision_16,1,0,3,3,6,6,6,0.0,8.084112778306007e-06,1.4579854905605316e-06,1.3832934200763702e-05
56,1,data_shift,shared,decision_16,2,0,0,0,6,6,6,0.2256,8.041970431804657e-06,7.08969309926033e-07,1.3333046808838844e-05
56,1,data_shift,shared,decision_16,3,1,0,20,6,6,7,0.37779455999999995,7.667113095521927e-06,5.83939254283905e-07,2.874992787837982e-06
56,1,data_shift,shared,decision_16,4,0,2,2,6,6,7,0.0,7.6249707490205765e-06,1.3329554349184036e-06,5.375128239393234e-06
56,1,data_shift,shared,decision_16,5,0,3,3,6,5,5,0.0075,7.750000804662704e-06,1.2919772416353226e-06,1.674983650445938e-05
56,1,data_shift,shared,decision_16,6,0,0,0,5,5,5,0.0321666,7.707858458161354e-06,6.668269634246826e-07,1.6750069335103035e-05
56,1,data_shift,shared,decision_16,7,0,0,0,5,5,5,0.32573375999999993,7.6249707490205765e-06,5.420297384262085e-07,1.2459000572562218e-05
57,1,data_shift,shared,decision_16,0,0,0,0,3,3,3,0.12,9.875046089291573e-06,8.328352123498917e-07,6.916932761669159e-06
57,1,data_shift,shared,decision_16,1,0,2,2,3,3,3,0.0,8.00006091594696e-06,1.3329554349184036e-06,5.166977643966675e-06
57,1,data_shift,shared,decision_16,2,0,0,0,3,3,3,0.12,7.583992555737495e-06,5.00120222568512e-07,4.541827365756035e-06
57,1,data_shift,shared,decision_16,3,0,2,2,3,3,2,0.0,7.458031177520752e-06,1.0409858077764511e-06,4.250090569257736e-06
57,1,data_shift,shared,decision_16,4,0,0,0,3,3,0,0.12,7.666880264878273e-06,6.66128471493721e-07,4.084082320332527e-06
57,1,data_shift,shared,decision_16,5,0,2,2,3,3,0,0.0,7.583992555737495e-06,9.59029421210289e-07,4.041939973831177e-06
57,1,data_shift,shared,decision_16,6,0,0,0,3,3,0,0.12,7.4999406933784485e-06,4.998873919248581e-07,3.875000402331352e-06
57,1,data_shift,shared,decision_16,7,0,2,2,3,3,0,0.0,7.4589625000953674e-06,8.749775588512421e-07,3.958819434046745e-06
58,1,data_shift,shared,decision_16,0,0,0,0,6,6,6,0.272064,9.708106517791748e-06,8.749775588512421e-07,2.1458137780427933e-05
58,1,data_shift,shared,decision_16,1,0,0,0,6,6,6,0.4434994544639999,7.95791856944561e-06,7.078051567077637e-07,1.695798709988594e-05
58,1,data_shift,shared,decision_16,2,0,3,3,6,7,7,0.140256,7.708091288805008e-06,1.6659032553434372e-06,1.600012183189392e-05
58,1,data_shift,shared,decision_16,3,0,0,0,7,7,3,0.305106544128,7.750000804662704e-06,6.66128471493721e-07,1.679197885096073e-05
58,1,data_shift,shared,decision_16,4,0,3,3,7,7,7,0.0924,7.667113095521927e-06,1.2919772416353226e-06,1.7042038962244987e-05
58,1,data_shift,shared,decision_16,5,0,0,0,7,7,7,0.2743172928,8.042203262448311e-06,5.830079317092896e-07,1.629185862839222e-05
58,1,data_shift,shared,decision_16,6,0,2,2,7,7,3,0.235976902656,7.832888513803482e-06,1.084059476852417e-06,1.6124919056892395e-05
58,1,data_shift,shared,decision_16,7,0,0,0,7,7,3,0.3669628724693729,8.040806278586388e-06,5.420297384262085e-07,1.595797948539257e-05
59,1,data_shift,shared,decision_16,0,0,0,0,4,4,0,0.26586,1.0167015716433525e-05,8.328352123498917e-07,1.8707942217588425e-05
59,1,data_shift,shared,decision_16,1,0,0,0,4,4,0,0.43418681855999997,8.082948625087738e-06,6.668269634246826e-07,1.5832949429750443e-05
59,1,data_shift,shared,decision_16,2,0,3,3,4,4,0,0.140256,7.95791856944561e-06,1.5830155462026596e-06,1.39591284096241e-05
59,1,data_shift,shared,decision_16,3,1,0,20,4,4,2,0.2256,7.500173524022102e-06,5.420297384262085e-07,1.1499971151351929e-05
59,1,data_shift,shared,decision_16,4,0,3,3,4,4,0,0.0,7.292022928595543e-06,1.2498348951339722e-06,1.1249911040067673e-05
